Date,Quarterly_GDP,BID_Quarter-Year,BID_quarter,BID_year,BID_roe,BID_roa,BID_bookValuePerShare,BID_interestMargin,BID_badDebtPercentage,BID_provisionOnBadDebt,BID_equityOnTotalAsset,BID_equityOnLoan,BID_assetOnEquity,BID_postTaxOnToi,BID_loanOnEarnAsset,BID_loanOnAsset,BID_badDebtOnAsset,BID_payableOnEquity,BID_cancelDebt,BID_bookValuePerShareChange,BID_creditGrowth,BID_Quarterly_GDP,MBB_Quarter-Year,MBB_quarter,MBB_year,MBB_roe,MBB_roa,MBB_bookValuePerShare,MBB_interestMargin,MBB_badDebtPercentage,MBB_provisionOnBadDebt,MBB_equityOnTotalAsset,MBB_equityOnLoan,MBB_assetOnEquity,MBB_postTaxOnToi,MBB_loanOnEarnAsset,MBB_loanOnAsset,MBB_badDebtOnAsset,MBB_payableOnEquity,MBB_cancelDebt,MBB_bookValuePerShareChange,MBB_creditGrowth,MBB_Quarterly_GDP,VCB_Quarter-Year,VCB_quarter,VCB_year,VCB_roe,VCB_roa,VCB_bookValuePerShare,VCB_interestMargin,VCB_badDebtPercentage,VCB_provisionOnBadDebt,VCB_equityOnTotalAsset,VCB_equityOnLoan,VCB_assetOnEquity,VCB_postTaxOnToi,VCB_loanOnEarnAsset,VCB_loanOnAsset,VCB_badDebtOnAsset,VCB_payableOnEquity,VCB_cancelDebt,VCB_bookValuePerShareChange,VCB_creditGrowth,VCB_Quarterly_GDP,TCB_Quarter-Year,TCB_quarter,TCB_year,TCB_roe,TCB_roa,TCB_bookValuePerShare,TCB_interestMargin,TCB_badDebtPercentage,TCB_provisionOnBadDebt,TCB_equityOnTotalAsset,TCB_equityOnLoan,TCB_assetOnEquity,TCB_postTaxOnToi,TCB_loanOnEarnAsset,TCB_loanOnAsset,TCB_badDebtOnAsset,TCB_payableOnEquity,TCB_cancelDebt,TCB_bookValuePerShareChange,TCB_creditGrowth,TCB_Quarterly_GDP
2016-12-31,1510439.007,Q4-2016,Q4,2016,0.147,0.007,10993,0.026,0.02,0.706,0.044,0.061,22.8,0.175,0.744,0.719,0.014,21.8,0.01,-0.037,0.209,1510439.007,Q4-2016,Q4,2016,0.119,0.012,7037,0.035,0.013,1.032,0.104,0.176,9.6,0.21,0.624,0.588,0.008,8.6,0.014,0.033,0.242,1510439.007,Q4-2016,Q4,2016,0.144,0.009,13291,0.026,0.015,1.189,0.063,0.107,16.0,0.27,0.609,0.585,0.009,15.0,0.016,0.037,0.19,1510439.007,Q4-2016,Q4,2016,0.177,0.015,5591,0.041,0.016,0.666,0.083,0.138,12.0,0.289,0.647,0.606,0.01,11.0,0.026,0.047,0.278,1510439.007
2017-03-31,1652952.43525,Q1-2017,Q1,2017,0.146,0.007,11375,0.027,0.021,0.713,0.045,0.06,22.4,0.234,0.766,0.739,0.016,21.4,0.01,0.035,0.216,1652952.43525,Q1-2017,Q1,2017,0.125,0.013,6962,0.038,0.013,1.005,0.105,0.174,9.5,0.307,0.643,0.605,0.008,8.5,0.018,-0.011,0.217,1652952.43525,Q1-2017,Q1,2017,0.148,0.01,13565,0.027,0.015,1.289,0.063,0.101,15.8,0.303,0.653,0.629,0.009,14.8,0.015,0.021,0.214,1652952.43525,Q1-2017,Q1,2017,0.201,0.018,5882,0.041,0.019,0.604,0.089,0.15,11.3,0.288,0.63,0.592,0.011,10.3,0.024,0.052,0.208,1652952.43525
2017-06-30,1652952.43525,Q2-2017,Q2,2017,0.141,0.006,11969,0.028,0.019,0.829,0.044,0.06,22.8,0.108,0.757,0.734,0.014,21.8,0.011,0.052,0.226,1652952.43525,Q2-2017,Q2,2017,0.132,0.013,7227,0.039,0.013,1.029,0.099,0.158,10.1,0.318,0.666,0.625,0.008,9.1,0.016,0.038,0.22,1652952.43525,Q2-2017,Q2,2017,0.152,0.01,14050,0.027,0.015,1.403,0.061,0.099,16.3,0.277,0.64,0.617,0.009,15.3,0.008,0.036,0.228,1652952.43525,Q2-2017,Q2,2017,0.208,0.018,6195,0.04,0.021,0.635,0.094,0.165,10.7,0.322,0.614,0.568,0.012,9.7,0.025,0.053,0.032,1652952.43525
2017-09-30,1652952.43525,Q3-2017,Q3,2017,0.13,0.006,11570,0.03,0.021,0.84,0.041,0.056,24.2,0.136,0.758,0.735,0.015,23.2,0.014,-0.033,0.226,1652952.43525,Q3-2017,Q3,2017,0.144,0.014,7533,0.041,0.013,0.87,0.097,0.161,10.3,0.329,0.646,0.604,0.008,9.3,0.019,0.042,0.211,1652952.43525,Q3-2017,Q3,2017,0.16,0.01,14625,0.026,0.012,1.648,0.06,0.101,16.6,0.295,0.618,0.597,0.007,15.6,0.012,0.041,0.197,1652952.43525,Q3-2017,Q3,2017,0.251,0.021,5535,0.039,0.019,0.68,0.083,0.141,12.0,0.49,0.64,0.588,0.011,11.0,0.022,-0.107,0.013,1652952.43525
2017-12-31,1652952.43525,Q4-2017,Q4,2017,0.156,0.006,12179,0.029,0.016,0.792,0.041,0.057,24.5,0.243,0.741,0.721,0.012,23.5,0.017,0.053,0.197,1652952.43525,Q4-2017,Q4,2017,0.129,0.012,7834,0.041,0.012,0.973,0.094,0.161,10.6,0.077,0.622,0.587,0.007,9.6,0.019,0.04,0.222,1652952.43525,Q4-2017,Q4,2017,0.176,0.01,14577,0.025,0.011,1.307,0.052,0.099,19.1,0.362,0.543,0.525,0.006,18.1,0.012,-0.003,0.179,1652952.43525,Q4-2017,Q4,2017,0.277,0.026,7670,0.038,0.016,0.729,0.1,0.167,10.0,0.439,0.639,0.597,0.01,9.0,0.021,0.386,0.128,1652952.43525
2018-03-31,1821875.5605,Q1-2018,Q1,2018,0.153,0.006,12631,0.03,0.016,0.807,0.041,0.058,24.2,0.179,0.74,0.716,0.012,23.2,0.023,0.037,0.158,1821875.5605,Q1-2018,Q1,2018,0.151,0.015,8212,0.046,0.014,0.91,0.098,0.16,10.2,0.366,0.671,0.612,0.009,9.2,0.017,0.048,0.28,1821875.5605,Q1-2018,Q1,2018,0.196,0.012,15116,0.026,0.014,1.214,0.056,0.097,17.9,0.353,0.595,0.575,0.008,16.9,0.012,0.037,0.156,1821875.5605,Q1-2018,Q1,2018,0.255,0.029,10713,0.039,0.019,0.762,0.138,0.229,7.3,0.44,0.644,0.6,0.011,6.3,0.016,0.397,0.19,1821875.5605
2018-06-30,1821875.5605,Q2-2018,Q2,2018,0.17,0.007,13227,0.03,0.015,0.85,0.042,0.057,23.8,0.185,0.755,0.733,0.011,22.8,0.023,0.047,0.152,1821875.5605,Q2-2018,Q2,2018,0.161,0.015,8292,0.045,0.013,1.066,0.094,0.153,10.6,0.311,0.652,0.615,0.008,9.6,0.016,0.01,0.186,1821875.5605,Q2-2018,Q2,2018,0.205,0.012,15800,0.027,0.012,1.406,0.06,0.097,16.7,0.317,0.642,0.62,0.007,15.7,0.014,0.045,0.155,1821875.5605,Q2-2018,Q2,2018,0.243,0.032,13509,0.038,0.02,0.742,0.158,0.285,6.3,0.525,0.594,0.555,0.011,5.3,0.01,0.261,0.264,1821875.5605
2018-09-30,1821875.5605,Q3-2018,Q3,2018,0.177,0.007,13356,0.029,0.018,0.87,0.042,0.055,23.6,0.167,0.787,0.764,0.013,22.6,0.019,0.01,0.17,1821875.5605,Q3-2018,Q3,2018,0.173,0.016,8788,0.046,0.016,1.06,0.097,0.162,10.4,0.367,0.638,0.596,0.009,9.4,0.012,0.06,0.162,1821875.5605,Q3-2018,Q3,2018,0.209,0.013,16588,0.028,0.012,1.555,0.062,0.098,16.2,0.312,0.652,0.631,0.007,15.2,0.009,0.05,0.171,1821875.5605,Q3-2018,Q3,2018,0.254,0.032,14093,0.042,0.021,0.775,0.159,0.296,6.3,0.444,0.579,0.535,0.011,5.3,0.013,0.043,0.215,1821875.5605
2018-12-31,1821875.5605,Q4-2018,Q4,2018,0.151,0.006,13598,0.028,0.017,0.743,0.042,0.055,24.0,0.148,0.777,0.753,0.013,23.0,0.019,0.018,0.142,1821875.5605,Q4-2018,Q4,2018,0.202,0.018,9044,0.045,0.013,1.132,0.094,0.159,10.6,0.243,0.628,0.592,0.008,9.6,0.01,0.029,0.166,1821875.5605,Q4-2018,Q4,2018,0.249,0.014,17225,0.028,0.01,1.653,0.06,0.101,16.8,0.494,0.612,0.59,0.006,15.8,0.009,0.038,0.164,1821875.5605,Q4-2018,Q4,2018,0.215,0.029,14749,0.04,0.018,0.851,0.161,0.324,6.2,0.448,0.536,0.498,0.009,5.2,0.008,0.047,-0.006,1821875.5605
2019-03-31,1964395.96425,Q1-2019,Q1,2019,0.145,0.006,11199,0.027,0.017,0.702,0.042,0.055,23.7,0.189,0.787,0.763,0.013,22.7,0.018,-0.176,0.166,1964395.96425,Q1-2019,Q1,2019,0.202,0.018,9562,0.047,0.014,0.965,0.094,0.158,10.6,0.354,0.64,0.598,0.008,9.6,0.013,0.057,0.183,1964395.96425,Q1-2019,Q1,2019,0.246,0.015,15423,0.03,0.01,1.692,0.068,0.108,14.7,0.4,0.653,0.627,0.006,13.7,0.008,-0.105,0.165,1964395.96425,Q1-2019,Q1,2019,0.186,0.028,15344,0.042,0.018,0.877,0.165,0.329,6.1,0.476,0.535,0.502,0.009,5.1,0.006,0.04,-0.001,1964395.96425
2019-06-30,1964395.96425,Q2-2019,Q2,2019,0.137,0.005,11372,0.027,0.02,0.727,0.041,0.054,24.3,0.146,0.784,0.761,0.015,23.3,0.016,0.015,0.146,1964395.96425,Q2-2019,Q2,2019,0.218,0.019,9402,0.047,0.013,0.976,0.088,0.149,11.3,0.325,0.631,0.594,0.007,10.3,0.016,-0.017,0.166,1964395.96425,Q2-2019,Q2,2019,0.256,0.016,16143,0.032,0.01,1.768,0.068,0.11,14.7,0.386,0.644,0.619,0.006,13.7,0.007,0.047,0.147,1964395.96425,Q2-2019,Q2,2019,0.17,0.027,16054,0.041,0.018,0.771,0.156,0.304,6.4,0.519,0.547,0.514,0.009,5.4,0.006,0.046,0.112,1964395.96425
2019-09-30,1964395.96425,Q3-2019,Q3,2019,0.135,0.005,11738,0.027,0.021,0.782,0.042,0.055,24.0,0.162,0.778,0.753,0.016,23.0,0.018,0.032,0.108,1964395.96425,Q3-2019,Q3,2019,0.218,0.02,9973,0.049,0.015,1.027,0.095,0.157,10.5,0.348,0.646,0.604,0.009,9.5,0.018,0.061,0.172,1964395.96425,Q3-2019,Q3,2019,0.272,0.018,17198,0.032,0.011,1.852,0.07,0.115,14.2,0.421,0.634,0.612,0.007,13.2,0.007,0.065,0.128,1964395.96425,Q3-2019,Q3,2019,0.172,0.027,16787,0.042,0.018,0.771,0.16,0.287,6.2,0.482,0.6,0.559,0.01,5.2,0.003,0.046,0.23,1964395.96425
2019-12-31,1964395.96425,Q4-2019,Q4,2019,0.134,0.006,15373,0.026,0.017,0.742,0.052,0.07,19.2,0.217,0.774,0.75,0.013,18.2,0.017,0.31,0.13,1964395.96425,Q4-2019,Q4,2019,0.221,0.02,10556,0.049,0.012,1.105,0.097,0.159,10.3,0.288,0.645,0.608,0.007,9.3,0.021,0.058,0.166,1964395.96425,Q4-2019,Q4,2019,0.248,0.016,18119,0.031,0.008,1.82,0.07,0.117,14.3,0.413,0.624,0.6,0.005,13.3,0.01,0.054,0.161,1964395.96425,Q4-2019,Q4,2019,0.178,0.029,17679,0.043,0.013,0.948,0.162,0.269,6.2,0.471,0.649,0.602,0.008,5.2,0.002,0.053,0.443,1964395.96425
2020-03-31,2036367.464,Q1-2020,Q1,2020,0.122,0.006,15670,0.027,0.017,0.861,0.055,0.072,18.2,0.127,0.792,0.765,0.013,17.2,0.016,0.019,0.079,2036367.464,Q1-2020,Q1,2020,0.201,0.019,9700,0.05,0.016,0.976,0.108,0.177,9.2,0.281,0.649,0.61,0.01,8.2,0.022,-0.081,0.082,2036367.464,Q1-2020,Q1,2020,0.228,0.016,17976,0.033,0.008,2.35,0.074,0.113,13.5,0.34,0.684,0.659,0.005,12.5,0.007,-0.008,0.121,2036367.464,Q1-2020,Q1,2020,0.177,0.029,18364,0.045,0.011,1.179,0.165,0.278,6.1,0.415,0.642,0.592,0.006,5.1,0.006,0.039,0.416,2036367.464
2020-06-30,2036367.464,Q2-2020,Q2,2020,0.125,0.006,15744,0.025,0.02,0.81,0.055,0.07,18.2,0.189,0.816,0.788,0.016,17.2,0.015,0.005,0.07,2036367.464,Q2-2020,Q2,2020,0.207,0.019,10101,0.048,0.014,1.21,0.109,0.175,9.2,0.364,0.661,0.62,0.008,8.2,0.018,0.041,0.094,2036367.464,Q2-2020,Q2,2020,0.22,0.016,18928,0.031,0.008,2.545,0.076,0.116,13.2,0.43,0.674,0.65,0.005,12.2,0.005,0.053,0.108,2036367.464,Q2-2020,Q2,2020,0.176,0.029,19171,0.045,0.009,1.086,0.17,0.291,5.9,0.49,0.639,0.585,0.005,4.9,0.01,0.044,0.249,2036367.464
2020-09-30,2036367.464,Q3-2020,Q3,2020,0.126,0.006,16099,0.025,0.02,0.871,0.055,0.071,18.0,0.175,0.808,0.78,0.015,17.0,0.016,0.023,0.067,2036367.464,Q3-2020,Q3,2020,0.2,0.02,10642,0.05,0.015,1.189,0.113,0.18,8.9,0.36,0.675,0.629,0.009,7.9,0.017,0.054,0.118,2036367.464,Q3-2020,Q3,2020,0.197,0.015,19772,0.03,0.01,2.151,0.079,0.119,12.7,0.345,0.685,0.659,0.007,11.7,0.007,0.045,0.107,2036367.464,Q3-2020,Q3,2020,0.177,0.03,20074,0.048,0.006,1.48,0.176,0.306,5.7,0.424,0.623,0.575,0.003,4.7,0.015,0.047,0.124,2036367.464
2020-12-31,2036367.464,Q4-2020,Q4,2020,0.094,0.005,15773,0.024,0.018,0.884,0.053,0.066,19.0,0.11,0.828,0.801,0.014,18.0,0.016,-0.02,0.087,2036367.464,Q4-2020,Q4,2020,0.192,0.018,11049,0.047,0.011,1.341,0.101,0.168,9.9,0.261,0.645,0.603,0.007,8.9,0.018,0.038,0.192,2036367.464,Q4-2020,Q4,2020,0.2,0.014,20889,0.029,0.006,3.704,0.074,0.118,13.4,0.394,0.656,0.633,0.004,12.4,0.001,0.056,0.143,2036367.464,Q4-2020,Q4,2020,0.181,0.03,21214,0.049,0.005,1.71,0.17,0.269,5.9,0.516,0.681,0.631,0.003,4.9,0.013,0.057,0.202,2036367.464
2021-03-31,2153039.1725,Q1-2021,Q1,2021,0.108,0.006,14431,0.025,0.018,1.076,0.053,0.067,18.9,0.186,0.817,0.791,0.014,17.9,0.015,-0.085,0.116,2153039.1725,Q1-2021,Q1,2021,0.216,0.022,10303,0.05,0.013,1.274,0.105,0.166,9.5,0.399,0.685,0.634,0.008,8.5,0.015,-0.068,0.307,2153039.1725,Q1-2021,Q1,2021,0.228,0.017,18072,0.031,0.009,2.79,0.079,0.116,12.7,0.44,0.707,0.682,0.006,11.7,0.004,-0.135,0.156,2153039.1725,Q1-2021,Q1,2021,0.2,0.033,22453,0.052,0.004,2.194,0.171,0.267,5.9,0.501,0.696,0.64,0.002,4.9,0.012,0.058,0.277,2153039.1725
2021-06-30,2153039.1725,Q2-2021,Q2,2021,0.127,0.007,14831,0.029,0.016,1.323,0.051,0.065,19.4,0.216,0.815,0.79,0.013,18.4,0.015,0.028,0.139,2153039.1725,Q2-2021,Q2,2021,0.215,0.022,10727,0.053,0.008,2.365,0.107,0.169,9.4,0.306,0.68,0.633,0.005,8.4,0.018,0.041,0.267,2153039.1725,Q2-2021,Q2,2021,0.211,0.016,18775,0.033,0.007,3.518,0.08,0.114,12.4,0.307,0.732,0.707,0.005,11.4,0.004,0.039,0.196,2153039.1725,Q2-2021,Q2,2021,0.215,0.036,23818,0.056,0.004,2.589,0.166,0.268,6.0,0.522,0.677,0.622,0.002,5.0,0.008,0.061,0.353,2153039.1725
2021-09-30,2153039.1725,Q3-2021,Q3,2021,0.124,0.006,15089,0.03,0.016,1.402,0.051,0.065,19.6,0.139,0.813,0.788,0.013,18.6,0.016,0.017,0.16,2153039.1725,Q3-2021,Q3,2021,0.217,0.023,11286,0.054,0.009,2.328,0.106,0.175,9.4,0.359,0.651,0.606,0.006,8.4,0.018,0.052,0.252,2153039.1725,Q3-2021,Q3,2021,0.208,0.016,19596,0.033,0.012,2.429,0.079,0.117,12.6,0.347,0.7,0.676,0.008,11.6,0.003,0.044,0.195,2153039.1725,Q3-2021,Q3,2021,0.221,0.037,25091,0.057,0.006,1.844,0.163,0.275,6.1,0.505,0.644,0.593,0.003,5.1,0.004,0.053,0.392,2153039.1725
2021-12-31,2153039.1725,Q4-2021,Q4,2021,0.132,0.006,15150,0.029,0.01,2.194,0.049,0.064,20.4,0.151,0.79,0.769,0.008,19.4,0.015,0.004,0.116,2153039.1725,Q4-2021,Q4,2021,0.236,0.023,11984,0.05,0.009,2.68,0.103,0.172,9.7,0.366,0.643,0.599,0.005,8.7,0.011,0.062,0.219,2153039.1725,Q4-2021,Q4,2021,0.209,0.016,19890,0.032,0.006,4.244,0.079,0.116,12.7,0.434,0.708,0.679,0.004,11.7,0.006,0.015,0.144,2153039.1725,Q4-2021,Q4,2021,0.217,0.036,26417,0.057,0.007,1.629,0.164,0.268,6.1,0.461,0.665,0.611,0.004,5.1,0.004,0.053,0.252,2153039.1725
2022-03-31,2410653.66975,Q1-2022,Q1,2022,0.139,0.007,15759,0.029,0.01,2.592,0.049,0.063,20.6,0.224,0.788,0.767,0.007,19.6,0.013,0.04,0.149,2410653.66975,Q1-2022,Q1,2022,0.237,0.024,12638,0.052,0.01,2.501,0.103,0.161,9.7,0.406,0.678,0.64,0.006,8.7,0.009,0.055,0.283,2410653.66975,Q1-2022,Q1,2022,0.212,0.017,20947,0.033,0.008,3.726,0.08,0.114,12.5,0.476,0.731,0.703,0.006,11.5,0.002,0.053,0.18,2410653.66975,Q1-2022,Q1,2022,0.217,0.036,13993,0.057,0.007,1.608,0.16,0.27,6.2,0.561,0.643,0.594,0.004,5.2,0.002,-0.47,0.234,2410653.66975
2022-06-30,2410653.66975,Q2-2022,Q2,2022,0.151,0.007,16475,0.028,0.01,2.608,0.047,0.063,21.1,0.287,0.77,0.749,0.008,20.1,0.011,0.045,0.143,2410653.66975,Q2-2022,Q2,2022,0.26,0.027,13362,0.055,0.012,2.214,0.108,0.171,9.3,0.427,0.674,0.631,0.008,8.3,0.006,0.057,0.255,2410653.66975,Q2-2022,Q2,2022,0.22,0.017,22005,0.032,0.006,5.044,0.077,0.112,13.0,0.372,0.712,0.687,0.004,12.0,0.001,0.05,0.194,2410653.66975,Q2-2022,Q2,2022,0.217,0.036,14829,0.058,0.006,1.716,0.167,0.267,6.0,0.538,0.695,0.628,0.004,5.0,0.002,0.06,0.25,2410653.66975
2022-09-30,2410653.66975,Q3-2022,Q3,2022,0.181,0.009,17704,0.028,0.013,2.138,0.049,0.068,20.3,0.305,0.751,0.73,0.01,19.3,0.009,0.075,0.125,2410653.66975,Q3-2022,Q3,2022,0.273,0.029,14305,0.058,0.01,2.077,0.116,0.178,8.7,0.458,0.692,0.649,0.007,7.7,0.012,0.071,0.267,2410653.66975,Q3-2022,Q3,2022,0.223,0.017,22971,0.033,0.008,4.018,0.078,0.114,12.8,0.363,0.712,0.685,0.005,11.8,0.001,0.044,0.207,2410653.66975,Q3-2022,Q3,2022,0.216,0.035,15599,0.056,0.006,1.65,0.164,0.268,6.1,0.519,0.698,0.612,0.004,5.1,0.002,0.052,0.279,2410653.66975
2022-12-31,2410653.66975,Q4-2022,Q4,2022,0.198,0.009,18280,0.029,0.012,2.168,0.049,0.068,20.3,0.237,0.741,0.718,0.008,19.3,0.01,0.033,0.124,2410653.66975,Q4-2022,Q4,2022,0.258,0.026,15003,0.057,0.011,2.38,0.109,0.173,9.2,0.306,0.672,0.632,0.007,8.2,0.012,0.049,0.267,2410653.66975,Q4-2022,Q4,2022,0.24,0.019,24688,0.034,0.007,3.174,0.076,0.121,13.1,0.532,0.664,0.631,0.004,12.1,0.01,0.075,0.192,2410653.66975,Q4-2022,Q4,2022,0.197,0.032,16100,0.053,0.009,1.25,0.162,0.27,6.2,0.379,0.684,0.602,0.005,5.2,0.002,0.032,0.211,2410653.66975
2023-03-31,2524587.1925,Q1-2023,Q1,2023,0.209,0.01,19270,0.029,0.015,1.713,0.052,0.069,19.2,0.322,0.782,0.758,0.012,18.2,0.01,0.054,0.126,2524587.1925,Q1-2023,Q1,2023,0.248,0.025,15974,0.056,0.018,1.383,0.111,0.176,9.0,0.436,0.67,0.633,0.011,8.0,0.014,0.065,0.158,2524587.1925,Q1-2023,Q1,2023,0.236,0.019,25882,0.034,0.008,3.208,0.078,0.123,12.8,0.486,0.655,0.636,0.005,11.8,0.008,0.048,0.141,2524587.1925,Q1-2023,Q1,2023,0.178,0.029,16744,0.047,0.008,1.338,0.163,0.253,6.1,0.488,0.725,0.643,0.005,5.1,0.002,0.04,0.273,2524587.1925
2023-06-30,2524587.1925,Q2-2023,Q2,2023,0.202,0.01,20025,0.028,0.016,1.515,0.054,0.07,18.6,0.322,0.791,0.767,0.012,17.6,0.013,0.039,0.098,2524587.1925,Q2-2023,Q2,2023,0.243,0.025,16220,0.055,0.014,1.561,0.107,0.166,9.4,0.431,0.679,0.643,0.009,8.4,0.015,0.015,0.247,2524587.1925,Q2-2023,Q2,2023,0.236,0.02,27196,0.035,0.008,3.858,0.089,0.129,11.2,0.425,0.718,0.691,0.006,10.2,0.005,0.051,0.07,2524587.1925,Q2-2023,Q2,2023,0.158,0.026,17383,0.044,0.011,1.156,0.167,0.262,6.0,0.483,0.718,0.637,0.007,5.0,0.002,0.038,0.191,2524587.1925
2023-09-30,2524587.1925,Q3-2023,Q3,2023,0.186,0.009,20891,0.027,0.016,1.584,0.056,0.072,17.9,0.264,0.802,0.775,0.012,16.9,0.013,0.043,0.106,2524587.1925,Q3-2023,Q3,2023,0.239,0.026,17293,0.055,0.019,1.22,0.112,0.171,8.9,0.482,0.693,0.657,0.012,7.9,0.01,0.066,0.258,2524587.1925,Q3-2023,Q3,2023,0.234,0.02,28491,0.033,0.012,2.701,0.092,0.134,10.9,0.461,0.707,0.687,0.008,9.9,0.004,0.048,0.053,2524587.1925,Q3-2023,Q3,2023,0.146,0.024,18045,0.042,0.014,0.93,0.163,0.267,6.1,0.448,0.686,0.609,0.008,5.1,0.003,0.038,0.158,2524587.1925
2023-12-31,2524587.1925,Q4-2023,Q4,2023,0.198,0.01,21562,0.026,0.013,1.818,0.053,0.069,18.7,0.3,0.797,0.773,0.01,17.7,0.011,0.032,0.168,2524587.1925,Q4-2023,Q4,2023,0.245,0.025,18225,0.048,0.016,1.17,0.102,0.158,9.8,0.429,0.675,0.647,0.01,8.8,0.012,0.054,0.327,2524587.1925,Q4-2023,Q4,2023,0.216,0.018,30155,0.03,0.01,2.303,0.092,0.133,10.9,0.587,0.712,0.691,0.007,9.9,0.001,0.058,0.109,2524587.1925,Q4-2023,Q4,2023,0.148,0.023,18683,0.04,0.012,1.021,0.155,0.254,6.5,0.407,0.688,0.611,0.007,5.5,0.005,0.035,0.233,2524587.1925
